44724,87343,41364
96192,58558,34420
82347,57462,78525
17914,84604,67414
88278,14393,35416
20231,92732,16139
10466,38859,58789
52927,7456,17786
59844,92317,71357
59916,46596,11711
20811,26045,6230
8705,71075,14952
51711,94921,10702
52106,1065,50361
81781,49424,6371
87164,50356,73212
87733,34391,30014
14649,27604,48972
41590,40751,15090
36343,91548,34160
72850,20523,25356
29198,95975,94650
37008,68086,23148
55483,76659,35016
6049,39274,12766
53651,49382,31156
48728,33732,37256
79054,25028,29696
13657,58562,22432
84779,37147,73821
18850,11008,20064
46680,98675,33155
97783,11896,8464
64302,56953,58717
43889,94531,6115
11413,20400,51846
66268,35130,61665
26207,31471,64754
56727,51000,34590
48047,17286,80101
5217,49373,72166
28377,25238,94807
86037,6004,42636
35441,85844,45831
61118,34532,31146
23338,67752,31003
16178,2170,23951
20940,42594,7986
28055,18678,35638
69260,57106,87094
84256,47004,28024
54480,91107,64105
46470,93293,3461
98584,67824,18939
25053,9498,6615
58051,54498,57170
46717,33473,62960
75050,17972,53882
75580,64396,79495
80818,3225,57639
44830,64609,37328
25348,78639,97363
57164,55744,13653
68905,50157,86604
74915,37324,38852
15686,46553,36039
77757,7650,84781
43966,97125,79432
25735,94067,54367
10433,84237,1491
15469,43422,11260
58171,44642,23228
15644,82628,79349
45758,46749,87411
16683,44394,36561
51703,25175,35190
65417,71848,21113
39265,17799,30616
40185,39417,52321
38806,82124,49084
11642,86109,78416
42567,27784,6988
9986,34776,40611
50664,94284,2108
91649,10233,38778
310,2128,46526
72392,83960,8372
58877,77965,40495
45109,42584,49847
71284,18884,6011
41898,36300,50785
37230,85659,7145
36788,38361,87478
77102,41922,26823
30737,64222,23605
17098,46926,23770
52151,89004,91525
95738,40658,52545
89968,39069,10265
82865,60536,10924
43617,8613,87763
2607,33080,43862
7788,35666,19830
97670,79465,96374
74906,30357,88624
64369,68238,44716
61603,93936,51627
60806,25421,82581
87060,70787,30275
11370,43086,65862
63362,41637,65313
69992,6680,81349
78726,68043,83777
96307,70898,31876
67607,93044,28317
93121,82451,74404
90132,91472,84236
33,52123,12017
84872,33279,1452
73057,44975,35977
13048,9721,75549
72342,59482,30434
1053,93589,16992
78679,64350,13018
24751,76525,27183
16210,27121,38047
99221,27925,98999
38131,33866,23308
92723,87360,61696
99658,16418,67852
2753,41349,43989
13433,49308,16167
97066,94580,41993
39634,30314,82652
57272,64523,90324
96294,74587,77116
21635,67371,20781
67801,23425,34557
79508,50637,49803
74687,68763,20786
22964,98752,2733
97650,40158,68702
70169,19426,95721
69923,43283,47205
72242,3193,24608
46218,39227,29023
98033,31806,12973
10645,60633,69108
2193,2456,18225
69763,85617,25734
56982,35050,30290
58971,90539,2717
73575,56584,94766
91000,13680,46288
6048,26256,9197
55514,81934,44949
99311,83283,21465
82899,64830,82492
65197,87442,43188
4124,48889,96179
45742,99138,59231
30143,55654,84426
32554,12154,82734
78878,78076,82099
36191,66352,84121
80420,36061,69721
49503,76691,3319
39457,51659,50524
51601,152,29521
82630,99875,27218
91662,81656,55319
75732,11257,80930
94307,75327,98375
63594,32629,74300
40102,66412,4543
37169,20130,25111
15601,10977,5353
37108,42608,4324
58546,62379,92806
10765,77445,67830
15358,35541,3168
54400,64143,96087
99503,25209,19511
96272,1485,45075
86098,69406,22024
70656,37656,32708
2261,62252,91713
46934,90382,15011
75958,69172,38720
12942,23871,78447
56229,34022,84012
35840,37373,40863
90575,70333,85920
27359,62626,4868
48114,57570,36516
14294,81789,5511
96263,37416,91747
61652,26502,12443
15370,18702,43452
21428,12163,41818
53214,81112,95617
99884,80706,10623
2171,19186,14282
10247,59705,79883
23292,58856,44319
21659,51797,53062
79166,46945,39658
80789,71056,99024
11180,21509,19950
65213,35436,59784
2164,81229,55672
67071,81370,37073
7589,66989,61663
54283,67799,33592
66003,92841,59665
51769,11248,78329
79734,79041,246
17934,25031,12961
62770,639,803
76529,33541,82431
66559,62866,48445
22642,52254,21388
93239,20879,8462
51476,34155,64575
76936,90741,61570
21171,8760,27087
58623,33936,64664
24782,71393,20564
99375,71307,69180
44621,22829,24790
88225,74115,4891
61399,3493,52533
26218,92009,57404
56279,729,80924
35842,70347,99992
63554,47370,79899
86842,20916,66421
12665,68534,33980
88068,82580,68890
9508,12227,33588
97807,6114,63892
62087,7310,25479
25658,63353,29387
74919,39349,20207
73764,15814,86518
28146,97250,19925
83189,24754,72850
44861,85191,80661
70047,51488,88982
16261,35737,4095
84454,3501,5630
2798,85842,74037
97350,1348,63483
95224,34277,11800
90842,63119,20517
10672,40167,48928
55636,54317,27369
81956,18185,20108
57736,50849,11081
95551,32938,6211
3041,90898,85060
84861,97973,98752
32456,90120,50201
33592,46490,27597
25220,67052,58476
43633,93108,13973
66751,58502,70542
97277,58678,50875
85388,24934,89143
89324,89064,93042
42640,33523,52133
99151,1166,38294
40082,18456,84876
91223,22909,91829
80726,35735,44290
73535,19229,70496
85788,32795,58187
49833,57304,37724
30840,23366,26786
32868,74775,64038
46939,58860,76295
17495,22294,30712
6249,20792,91517
61558,39938,50684
33491,83249,12235
70286,74373,11128
64928,4355,11124
35251,66258,27436
35772,97032,81332
42983,56710,51864
19255,45467,57606
93309,90309,29442
1895,61591,50238
60315,98526,12474
53426,79841,61549
36658,61777,46434
67566,94141,79202
25665,88203,32686
85092,51701,22869
59914,95164,85880
5441,20270,69819
46745,8771,22054
42998,77207,26176
67313,46866,32351
99288,55042,36862
6788,68026,72859
69315,97499,98960
26321,80459,98304
62496,10692,55904
10179,63036,35363
47162,99918,17275
14114,84436,53239
38175,28653,89321
10381,31677,22098
8295,88412,92063
42265,57798,38317
84098,11357,98262
43000,95822,73414
80865,78895,7343
58961,43993,65808
46576,97692,72773
51962,42744,15727
84693,91586,69220
29677,16626,96211
17289,21874,77000
86505,16217,71136
93625,55088,19211
63385,49505,21158
92160,3326,11356
21819,57083,49966
38018,32106,65874
57640,17387,33394
74971,93684,43436
88182,96980,42393
71406,16238,61966
81122,4930,73537
96154,12530,88908
89979,38254,61276
35180,35867,58685
43848,62648,29940
21838,16458,21537
25303,59522,13558
14168,73824,80161
44087,57197,67115
74609,95036,27082
33603,49066,53544
29916,69680,98126
46182,66218,39655
57879,74142,62223
68106,58158,7969
92280,1034,33916
77805,66800,43441
13008,72246,43161
53366,37566,50129
29663,42791,81089
47333,26560,99365
4696,49941,50745
40501,59332,11958
59899,75685,1812
76132,36756,47659
19918,75872,65154
826,22413,35214
12436,2387,80956
81655,61187,82142
20650,3625,47565
63193,19851,98524
39634,91209,56205
73553,98916,86944
90744,36177,3605
11811,14199,77083
9824,55124,46280
40205,95419,93728
18965,53011,71941
98769,36266,68236
87764,43243,65719
34814,47281,9298
18839,61679,76427
82115,39912,80557
7654,12372,73321
21780,92139,10878
80535,35932,73375
25033,48217,70686
44100,19322,70648
20140,23425,12487
12637,28315,18398
97383,6112,51015
5179,10301,4948
64020,80784,12975
1783,80560,93459
80147,88561,88442
75200,39818,43376
94954,35824,22852
31475,35345,66928
37977,82721,44178
73843,81155,23601
45891,52407,12520
4360,5508,48609
26440,33853,8502
46536,1644,62178
52450,82752,38593
87607,26294,62640
74584,96240,96087
80988,56276,14387
81078,20340,51759
92011,89333,6528
96009,75455,37985
52179,94856,36850
36278,71648,12864
31552,88000,31144
52960,61938,28556
27307,2932,52036
57080,8115,92295
31751,38619,48875
28349,98520,19916
30783,81818,57724
35787,92923,79338
38393,44109,13735
54624,67931,55156
43414,74520,56615
56139,43166,16023
60417,41694,74780
40733,37833,64458
29079,23145,4220
12276,34030,6616
85028,96912,62841
84393,90454,25836
9896,98630,56615
63482,37350,58958
62056,33131,4760
53547,38731,35478
85110,44313,10885
52590,43444,13092
12071,56690,55695
51470,58271,86694
89690,36197,91037
40664,54564,34118
10164,31984,14859
77186,5492,93929
61363,82737,58732
4364,98028,80747
69598,35435,35307
57206,6078,15891
18991,60465,40197
62434,90291,20202
1347,85694,89619
41417,16212,82838
31796,99055,53756
77550,94290,33041
15860,76719,49305
34668,8361,57106
13192,99688,56826
32950,87768,72682
48802,52907,83715
13231,56037,30896
79512,14302,21891
87048,14635,4567
60341,1619,4079
71991,62518,13707
5314,79038,17102
8239,57591,68751
34249,66740,37959
24534,94644,30883
55567,78718,90860
71195,4756,20442
66464,28096,63486
31590,7181,17784
3702,50654,80243
73630,47964,93666
23751,34240,87056
34439,42981,35200
68038,94280,99169
12999,74543,15296
66920,70095,80869
87958,66405,70701
49781,89795,37443
61484,19056,29874
44944,21799,42913
15901,83769,8756
7801,94973,69308
45895,64981,13460
56012,15462,29344
89627,56332,16432
326,58274,38027
89208,9329,88709
48477,36955,82134
75588,54535,79249
95210,80771,38593
430,73237,58839
63069,29622,20332
19243,2654,46937
49350,75144,56589
18323,98961,58602
41383,45574,35172
70311,40985,86310
67488,75114,53004
93167,34075,73902
91116,88480,48722
29894,20243,50103
78039,77169,74598
4427,63907,77826
84558,26893,14252
35363,79397,55418
44817,65383,76893
12864,32620,62341
87771,82711,81435
95406,28719,48656
61356,6256,41934
89168,37403,63384
81881,44433,98382
75163,66397,66529
96583,52228,35318
59550,4081,90693
96105,89005,32985
74293,14063,27449
88101,45629,71017
33547,62353,5649
37841,76014,21866
74167,95002,92709
90554,92150,74101
63275,47942,4663
59743,4727,21148
19406,83437,21066
37646,53817,2817
37227,22610,29499
4168,75181,69035
38562,3177,25958
84233,36134,77181
89509,58874,27296
16986,87950,8999
36883,82240,63812
84214,25667,22080
99763,1550,46278
42516,22,71888
93751,70294,55741
9916,76740,55441
40354,17539,21282
43469,98680,70722
75664,24848,71995
19720,45443,71152
45847,89377,86466
1870,87782,79149
81862,95863,16996
59082,38994,90241
90035,18397,53496
65228,7851,85502
90410,35398,25580
23044,44475,89369
42446,37545,31533
96164,44004,91839
76327,26666,80791
88936,45563,92855
78324,10359,2561
51314,54539,50153
56245,36235,57489
30416,44245,12067
52596,15731,30716
68076,73521,45721
44001,13140,81136
68129,8660,85930
42610,3244,98741
35456,77965,86019
13842,82259,19093
79264,42517,69238
69929,2261,66713
1210,44025,79301
89998,47426,23857
44814,57474,5088
35890,91865,18408
53454,56458,72436
57855,46993,60055
37451,61112,26666
36696,86252,46844
66063,45641,6209
9644,3941,35306
58178,662,57468
53799,70424,72561
17078,50472,67613
50546,20514,39708
91226,19341,12086
66123,78988,43236
55158,92137,12872
45435,68682,79839
24448,48493,59719
79059,52517,30615
76201,71101,78334
45662,80723,75512
48538,26927,65516
67381,23132,86922
79616,835,26301
4845,5685,5558
10111,78769,10429
46374,76650,6618
48736,79170,12194
45240,47531,31896
19510,4358,46347
8255,51400,36473
63251,89194,42592
37062,68102,67767
58715,24435,31388
34765,63570,5548
22629,63113,90361
83971,24564,59918
62950,37196,20090
46795,81163,91857
80863,36326,74471
93442,17383,28937
63078,89045,38363
7765,99997,82074
55784,46232,14956
42118,74918,14687
36695,53746,34950
18808,38181,8737
44975,77252,65705
7459,66799,42571
72113,58865,75178
44598,53571,3354
18215,35789,73097
28675,66217,3351
60351,82773,82400
82971,81297,87214
49601,26805,31663
25374,15347,96567
90729,77306,64945
37640,75813,30944
36048,47554,19595
51601,55899,51740
91734,99657,16946
99684,50407,62300
30952,68376,18611
98622,84554,18981
72345,78806,99156
72933,23890,44864
9266,19997,11938
1391,70175,22347
32790,5341,88068
53450,82364,10936
3104,90536,29471
13061,14250,35998
16577,44932,99146
84076,72264,74877
18106,59495,70353
17270,2900,12064
21656,33758,12415
71664,11623,40870
78778,13640,18088
69495,45618,45048
48763,46657,82354
66826,59393,47398
90228,89613,87797
90684,41326,83054
45065,15561,55370
20398,98932,35185
37059,1258,55859
80616,62918,74911
1461,99568,91498
69156,36906,12196
46275,50513,58696
73263,85252,90928
67130,82689,75212
4516,65023,92123
58403,1449,72113
99370,63467,11033
45515,13463,25346
73834,64983,27072
47088,35451,30104
98685,42928,79283
80458,31332,31037
69979,8880,27047
7126,95973,880
94307,89124,71815
22877,19236,17710
7280,59883,68711
68081,59292,95573
45291,42616,38655
49298,38672,90435
50710,64336,27776
34138,57188,47929
50646,72818,75639
28165,28186,97611
98228,37063,62354
76419,49049,88366
22249,89915,89404
66872,33239,84550
74967,22131,28082
29890,13932,90307
46022,58612,38202
95523,50062,35689
92343,86670,5687
58224,50226,92008
55702,9594,23903
38427,5392,64316
24256,22857,74892
20396,11359,6743
21941,62290,26560
79778,77608,2045
35368,50039,95433
90802,30879,55919
27749,98436,28113
74675,1043,91866
59294,36373,37781
44072,42011,63270
39199,10855,98213
76773,1378,96632
30254,23023,48941
52188,15484,35843
89266,72455,19648
73781,81809,90120
84365,73741,87515
47645,49787,64618
81909,15977,91174
83331,41135,59934
90226,55766,15585
8352,17598,14903
2708,9352,63020
30973,14022,75701
9431,91830,69609
43719,70272,86196
16842,85183,84867
78529,41504,37563
4843,46450,96638
6054,44883,2614
99535,34877,33069
67742,53526,79670
96246,97097,58485
99107,93822,76662
67384,21213,59573
26425,46197,4578
37706,56600,24768
6746,57634,32142
55244,21641,22648
80699,46471,10713
22894,7199,35095
94534,23270,16106
26881,24314,87349
64322,48550,10005
58674,77449,77627
13860,55307,2985
9714,97252,37581
52963,6207,33051
72724,1857,75719
15772,54173,63427
46942,43847,93916
21977,14908,40873
19295,52547,94974
80398,93010,33363
15258,88037,78526
48842,67860,98376
79716,58310,28625
26700,51185,83760
33946,88113,56861
58344,68699,21696
22442,98514,1839
94106,527,78587
93568,6279,34520
22973,61098,75726
52778,3279,7421
34518,52335,63958
69190,10117,82802
23949,97466,8937
20919,83235,29952
19515,75834,73748
27299,63538,76834
46606,87387,73750
78009,22842,78174
67670,26726,50492
32467,40450,24121
27837,61452,93418
89901,79509,80324
41143,79197,59375
8586,25997,81752
21079,118,85880
65984,82015,580
33546,37783,87789
49026,66023,62371
54365,45868,69660
50622,67823,29838
74437,75342,77439
17201,33467,52478
48525,2075,17126
73981,95837,37673
62254,98091,96289
75320,65545,6694
57948,37034,55977
3667,79098,14706
87281,11156,71211
95940,10396,88416
99415,5387,84217
49385,46348,58071
66174,47085,64619
55388,61987,64905
10528,17823,64963
54155,59743,64298
52253,64140,83587
84778,40293,63467
3020,49112,10205
69987,53705,85211
97872,13728,81913
59348,85615,88458
49360,52600,16820
97761,4024,82840
13551,3355,9452
89363,47356,67665
70160,87563,7082
10512,46166,91793
55456,48769,3450
85577,45661,28409
71198,97522,38002
45788,96604,5381
2489,29030,18711
25904,48065,5427
88858,40538,11265
682,18975,94036
14309,98227,45569
99080,58658,68692
19704,587,18411
61617,17342,40862
97916,23804,63780
15020,98879,75098
66954,85474,28768
76136,1374,6847
69557,70670,4383
96840,4050,73783
74255,24576,76844
16806,62950,2289
4520,99427,60651
87302,70871,52700
82889,83679,69827
85789,10057,83173
32799,91005,42539
86061,85859,71310
